Country,ISO3,RW_Single_Count,RW_Collab_Count,RW_Total_Count,WoS_Total_Publications,RR_Single_%,RR_Collab_%,RR_Total_%,CI_RR_Total_Lower_%,CI_RR_Total_Upper_%,Collaboration_Share_%,CI_Collab_Share_Lower_%,CI_Collab_Share_Upper_%,Total_Mean_RD_Years,Total_RD_≤1_%,Total_RD_1_2_%,Total_RD_2_3_%,Total_RD_3_4_%,Total_RD_4_5_%,Total_RD_>5_%,Total_Slope13,Total_Valid_RD_Count,Total_RD_Flag_<5,Single_Mean_RD_Years,Single_RD_≤1_%,Single_RD_1_2_%,Single_RD_2_3_%,Single_RD_3_4_%,Single_RD_4_5_%,Single_RD_>5_%,Single_Slope13,Single_Valid_RD_Count,Single_RD_Flag_<5,Collab_Mean_RD_Years,Collab_RD_≤1_%,Collab_RD_1_2_%,Collab_RD_2_3_%,Collab_RD_3_4_%,Collab_RD_4_5_%,Collab_RD_>5_%,Collab_Slope13,Collab_Valid_RD_Count,Collab_RD_Flag_<5,NRR_Total_RR,NRR_Single_RR,NRR_Collab_RR,NRD_Total,NRD_Single,NRD_Collab,NRRDI_Total_RR,NRRDI_Single_RR,NRRDI_Collab_RR,NSlope13_Total,NSlope13_Single,NSlope13_Collab,NRS13I_Total_RR,NRS13I_Single_RR,NRS13I_Collab_RR
Greece,GRC,121,119,240,492222.0,0.0245824038746744,0.0241760831494732,0.0487584870241476,0.0429687530308113,0.0553279146994429,49.583333333333336,43.31426766110568,55.86552774706094,3.006650695870408,43.333333333333336,13.333333333333334,12.916666666666668,5.833333333333333,5.833333333333333,18.75,15.208333333333334,240,False,3.00573025381687,44.62809917355372,9.917355371900827,9.917355371900827,10.743801652892564,5.785123966942149,19.00826446280992,17.355371900826448,121,False,3.007586607538293,42.01680672268908,16.80672268907563,15.966386554621849,0.8403361344537815,5.88235294117647,18.487394957983195,13.025210084033612,119,False,0.9212657591164443,0.9368861887588954,0.9518030750523798,0.6481392225371212,0.7473082082432705,0.48795767919672894,0.7847024908267828,0.842097198501083,0.7198803771245543,0.513510293556996,0.4327992982132139,0.564160799454917,0.71738802633672,0.6848427434860547,0.7579819372536485
Portugal,PRT,76,82,158,514423.0,0.0147738339848723,0.0159401892994675,0.0307140232843399,0.0262842020740148,0.0358901586193755,51.89873417721519,44.15571462900972,59.5516140182602,2.3662655195418427,42.40506329113924,18.9873417721519,13.924050632911392,6.962025316455696,4.430379746835443,13.291139240506327,14.240506329113922,158,False,2.7855830541446016,46.05263157894737,13.157894736842104,9.210526315789473,5.263157894736842,3.947368421052632,22.36842105263158,18.42105263157895,76,False,1.9776297557636768,39.02439024390244,24.390243902439025,18.29268292682927,8.536585365853659,4.878048780487805,4.878048780487805,10.365853658536585,82,False,0.9617154646591751,0.9681228725873876,0.9735977008588993,0.773203918484282,0.7763738940525847,0.7987179315708546,0.8674596915717285,0.8722483833199861,0.8861578162148769,0.47022927655549496,0.46280505733607763,0.46736980883322343,0.7159723706073351,0.7154639649617326,0.7204837548460614
Ireland,IRL,66,73,139,385302.0,0.0171294205584191,0.018946177284312,0.0360755978427311,0.0305568171766569,0.0425906852929759,52.51798561151079,44.26067651721205,60.63985666079771,3.931297672334412,46.043165467625904,8.633093525179856,7.913669064748201,2.877697841726619,4.316546762589928,30.215827338129497,19.064748201438853,139,False,5.07058262294402,45.45454545454545,3.0303030303030303,6.0606060606060606,1.5151515151515151,1.5151515151515151,42.42424242424242,19.696969696969692,66,False,2.9012592238380543,46.57534246575342,13.6986301369863,9.58904109589041,4.10958904109589,6.849315068493151,19.17808219178082,18.493150684931507,73,False,0.9496965919866734,0.9606211966188019,0.965642962186723,0.46755931962162955,0.474689023020774,0.5200389499179584,0.7086279558041515,0.7176551098197879,0.7428409560523407,0.6859683431295378,0.49873031995937006,0.7631741330371468,0.8178324675581057,0.7296757582890859,0.8644085476119349
Mexico,MEX,63,76,139,497553.0,0.0126619676697758,0.0152747546492534,0.0279367223190293,0.0236628771749877,0.0329822287577693,54.67625899280576,46.38575215870995,62.71523802902248,2.548761811905712,42.44604316546763,17.26618705035971,10.071942446043163,6.474820143884892,5.755395683453238,17.985611510791365,16.18705035971223,139,False,2.9130297795595537,44.44444444444444,11.11111111111111,11.11111111111111,4.761904761904762,3.1746031746031744,25.396825396825395,16.666666666666664,63,False,2.246802838718974,40.78947368421053,22.36842105263158,9.210526315789473,7.894736842105263,7.894736842105263,11.842105263157894,15.789473684210527,76,False,0.9679412526831507,0.9748483892645231,0.9753586389506522,0.7375631132944676,0.759547304916536,0.7175025922608791,0.8527521829888092,0.8671978470905295,0.8464306156057657,0.5572783100244929,0.4134078212290502,0.6647700331910859,0.7626097813538217,0.6941281052467867,0.820064336070869
Italy,ITA,576,599,1175,2998706.0,0.0192082851736715,0.0199752826719258,0.0391835678455974,0.0370066178618019,0.0414885258612091,50.97872340425532,48.12178737933278,53.82928051647274,5.001435915359635,32.08510638297872,12.170212765957448,6.808510638297872,5.106382978723404,4.25531914893617,39.57446808510638,12.638297872340424,1175,False,5.495755380637311,32.29166666666667,10.069444444444445,5.902777777777778,5.034722222222222,4.861111111111112,41.84027777777778,13.194444444444446,576,False,4.526096997162736,31.886477462437394,14.19031719532554,7.6794657762938225,5.175292153589315,3.672787979966611,37.39565943238731,12.103505843071789,599,False,0.9427295536050206,0.954000778205268,0.9629196431096443,0.25856554691644995,0.41855413777948947,0.029790260727350693,0.6006475502607354,0.6862774579923787,0.4963549519184975,0.3985788564336759,0.3156424581005587,0.5306140865406309,0.6706542050193482,0.6348216181529134,0.7467668648251375
Germany,DEU,730,750,1480,5207198.0,0.0140190559298878,0.0144031396539943,0.0284221955838821,0.0270107514351815,0.029907372543076,50.67567567567568,48.1300690600868,53.21778370263398,5.628127717039421,34.7972972972973,14.054054054054054,8.85135135135135,5.472972972972974,3.783783783783784,33.04054054054054,12.972972972972974,1480,False,7.663728165171163,35.2054794520548,8.082191780821917,8.493150684931507,3.972602739726028,3.287671232876712,40.95890410958904,13.356164383561644,730,False,3.646809947524526,34.4,19.866666666666667,9.2,6.933333333333333,4.266666666666667,25.333333333333336,12.6,750,False,0.9668529825690966,0.9705265628020792,0.9776651915865886,0.13617511296073392,0.13232012757080558,0.29509017594619213,0.5515140477649152,0.5514233451864423,0.6363776837663904,0.41354545548216926,0.3201959133695569,0.5486846846846847,0.690199219025633,0.645361238085818,0.7631749381356366
Spain,ESP,348,392,740,2208196.0,0.0157594706267016,0.0177520473726064,0.033511517999308,0.0311827473083701,0.0360141418520262,52.972972972972975,49.37070666538195,56.54453120246517,4.442654975303846,31.89189189189189,16.08108108108108,8.783783783783784,5.9459459459459465,4.1891891891891895,33.108108108108105,11.554054054054056,740,False,5.466701283170872,33.90804597701149,10.057471264367816,4.885057471264368,4.885057471264368,4.022988505747127,42.241379310344826,14.51149425287356,348,False,3.5335526407688334,30.10204081632653,21.428571428571427,12.244897959183673,6.887755102040815,4.336734693877551,25.0,8.92857142857143,392,False,0.9554444089431678,0.9649839827699629,0.9688029852593829,0.36769325778852435,0.42239010421326595,0.32926235429518846,0.661568833365846,0.6936870434916145,0.6490326697772857,0.35009170436162446,0.3527258717010209,0.4150579150579151,0.6527680566523961,0.6588549272354919,0.691930450158649
Ukraine,UKR,34,51,85,213960.0,0.0158908207141521,0.0238362310712282,0.0397270517853804,0.0321326548139117,0.0491154657563818,60.0,49.37124803740757,69.76393187830759,1.7818255022748315,31.76470588235294,44.70588235294118,8.235294117647058,3.5294117647058822,7.0588235294117645,4.705882352941177,11.76470588235294,85,False,1.947256109836132,41.17647058823529,32.35294117647059,2.941176470588235,5.88235294117647,11.76470588235294,5.88235294117647,19.11764705882353,34,False,1.671538430567299,25.49019607843137,52.94117647058824,11.76470588235294,1.96078431372549,3.92156862745098,3.92156862745098,6.862745098039215,51,False,0.9415112427896691,0.9645656811012556,0.9527024247780824,0.8873427458036549,0.8870568716467891,0.8910723028279257,0.9144269942966621,0.9258112763740224,0.9218873638030041,0.35951200914982845,0.48241866579033843,0.33986928104575165,0.6505116259697488,0.7234921734457971,0.6462858529119171
Singapore,SGP,97,140,237,466527.0,0.0207919370154353,0.0300089812593912,0.0508009182748265,0.0447330678964952,0.0576913716885081,59.07172995780591,52.71533990035178,65.13871853473586,3.118804818386343,34.59915611814346,16.877637130801688,8.860759493670885,8.016877637130802,8.438818565400844,23.20675105485232,12.86919831223629,237,False,3.285985449875456,35.051546391752574,12.371134020618555,10.309278350515465,7.216494845360824,7.216494845360824,27.835051546391757,12.371134020618555,97,False,3.0029725237117435,34.285714285714285,20.0,7.857142857142857,8.571428571428571,9.285714285714286,20.0,13.214285714285714,140,False,0.9166873053661687,0.9489574301503169,0.9363674910115378,0.6262359653254342,0.7103065589504642,0.48934984805501003,0.7714616353458015,0.8296319945503905,0.7128586695332739,0.4089046748094994,0.2924609802453492,0.571042471042471,0.6627959900878341,0.620709205197833,0.7537049810270045
Poland,POL,133,186,319,1039303.0,0.0127970380149003,0.0178966095546726,0.030693647569573,0.0275055235789587,0.0342511756275905,58.30721003134797,52.82905346796807,63.58766606260049,2.578926702413214,30.72100313479624,26.01880877742947,15.36050156739812,8.463949843260188,4.702194357366771,14.733542319749215,7.6802507836990594,319,False,3.876179154251131,25.563909774436087,14.285714285714285,14.285714285714285,9.774436090225564,8.270676691729323,27.819548872180448,5.639097744360901,133,False,1.651321454593628,34.40860215053764,34.40860215053764,16.129032258064516,7.526881720430108,2.1505376344086025,5.376344086021505,9.139784946236562,186,False,0.9617611402566563,0.9744182399448301,0.9684204307095929,0.7316720293046274,0.6323842196994707,0.897172201619797,0.8467165847806418,0.8034012298221505,0.932796316164695,0.17685604915284017,0.10291090855630693,0.4227453259711325,0.5693085947047483,0.5386645742505686,0.6955828783403627
United Kingdom,GBR,860,1168,2028,6994616.0,0.0122951710286883,0.0166985578622185,0.0289937288909069,0.0277591553363718,0.0302831928103335,57.59368836291914,55.430394712425056,59.72826726201232,5.9187298424385775,32.84023668639053,16.173570019723865,8.185404339250493,5.522682445759369,3.994082840236687,33.28402366863905,12.32741617357002,2028,False,8.665937634305907,31.51162790697675,11.27906976744186,6.046511627906977,3.953488372093023,4.186046511627907,43.02325581395349,12.732558139534886,860,False,3.895956981988317,33.81849315068493,19.777397260273972,9.76027397260274,6.678082191780822,3.852739726027397,26.113013698630137,12.029109589041097,1168,False,0.9655717943714105,0.9760165015210219,0.9715908319810816,0.07942166550742003,0.0,0.2199171284783985,0.5224967299394152,0.48800825076051096,0.59575398022974,0.3846762932366617,0.3026373911913733,0.5279063309885228,0.6751240438040361,0.6393269463561976,0.7497485814848022
Egypt,EGY,437,626,1063,395140.0,0.1105937136204889,0.1584248620742015,0.2690185756946904,0.253344375873391,0.2856597476315923,58.88993414863594,55.90517524659404,61.81066935489133,3.197178700139017,26.246472248353715,23.98871119473189,14.863593603010347,10.253998118532454,7.055503292568203,17.591721542803388,5.691439322671684,1063,False,4.167109139691474,24.485125858123567,13.272311212814644,15.102974828375288,10.068649885583524,8.009153318077804,29.061784897025174,4.691075514874139,437,False,2.520086684029714,27.47603833865815,31.46964856230032,14.696485623003197,10.383386581469647,6.389776357827476,9.584664536741212,6.389776357827477,626,False,0.4275156616899304,0.6629718344351446,0.5965408588395544,0.6109298557309051,0.5939731948855921,0.6350469470635003,0.5192227587104177,0.6284725146603684,0.6157939029515274,0.08791682521898155,0.07621799215064615,0.322654923293901,0.257716243454456,0.3695949132928954,0.4595978910667277
Netherlands,NLD,189,295,484,1735884.0,0.0108878243016238,0.0169942231162911,0.027882047417915,0.0255064892424762,0.0304787868053262,60.9504132231405,56.534068076865765,65.19429621187058,4.365604900979178,34.710743801652896,13.842975206611571,10.950413223140496,6.8181818181818175,5.371900826446281,28.305785123966945,11.8801652892562,484,False,5.525721673565616,31.21693121693121,12.16931216931217,10.052910052910052,10.582010582010582,4.761904761904762,31.21693121693121,10.582010582010582,189,False,3.622343646678035,36.94915254237288,14.915254237288137,11.52542372881356,4.406779661016949,5.762711864406779,26.440677966101696,12.71186440677966,295,False,0.96806381568544,0.9804983826967969,0.9708084137404074,0.38274083302030426,0.41459773562483737,0.3024721879330212,0.6754023243528722,0.6975480591608172,0.6366403008367143,0.36467532917642104,0.24208566108007448,0.5527561459764849,0.6663695724309305,0.6112920218884357,0.7617822798584462
Thailand,THA,110,184,294,275981.0,0.0398578162989481,0.0666712563546041,0.1065290726535522,0.0950330564258445,0.1194140837028834,62.58503401360544,56.92463539854272,67.92078579178128,2.2071826677282824,37.07482993197279,27.2108843537415,15.64625850340136,7.82312925170068,4.421768707482993,7.82312925170068,10.714285714285715,294,False,2.708107771762802,52.72727272727272,14.545454545454543,7.272727272727272,2.727272727272727,8.181818181818182,14.545454545454543,22.727272727272723,110,False,1.9077165729250365,27.717391304347828,34.78260869565217,20.65217391304348,10.869565217391305,2.1739130434782608,3.804347826086957,3.532608695652176,184,False,0.7917632584361198,0.8882396242130329,0.8393482018526217,0.8042721711982741,0.7866028327765369,0.8198122505277895,0.798017714817197,0.8374212284947848,0.8295802261902057,0.3125374434943632,0.5840528186896901,0.21866431649040355,0.5521503509652415,0.7361462214513614,0.5290062591715127
Malaysia,MYS,361,554,915,366471.0,0.0985071124318159,0.1511715797430083,0.2496786921748242,0.2340340025766256,0.2663664047183454,60.54644808743169,57.34178433159676,63.662924205761584,1.815661852986389,48.52459016393443,22.07650273224044,10.601092896174864,6.775956284153005,4.2622950819672125,7.759562841530054,18.961748633879782,915,False,1.3161250689676744,75.90027700831024,8.310249307479225,3.601108033240997,1.3850415512465373,2.4930747922437675,8.310249307479225,36.14958448753463,361,False,2.141172284449848,30.685920577617328,31.04693140794224,15.162454873646208,10.288808664259928,5.415162454873646,7.400722021660649,7.76173285198556,554,False,0.4708692689175863,0.7014632092362958,0.6157352021805975,0.8807346401351827,0.9703841025436485,0.7493736144755802,0.6758019545263845,0.8359236558899721,0.6825544083280888,0.6813622244582915,0.9619771274702489,0.3725891956938889,0.576115746687939,0.8317201683532723,0.4941621989372432
Tunisia,TUN,54,101,155,130927.0,0.0412443575427528,0.0771422242929266,0.1183865818356794,0.1011663237459472,0.1385339608965368,65.16129032258064,57.375859652598606,72.21336634361398,2.099154357377845,32.25806451612903,28.387096774193548,21.935483870967744,6.451612903225806,3.870967741935484,7.096774193548387,5.161290322580644,155,False,2.353385555302051,50.0,18.51851851851852,11.11111111111111,0.0,5.555555555555555,14.814814814814811,19.444444444444443,54,False,1.963228766408468,22.77227722772277,33.663366336633665,27.72277227722773,9.9009900990099,2.9702970297029703,2.9702970297029703,-2.475247524752476,101,False,0.7651826538915159,0.883824000841381,0.8116389049379167,0.8253696735875722,0.8334362447326307,0.8030630214440381,0.795276163739544,0.8586301227870059,0.8073509631909774,0.06420867511959955,0.4916201117318435,0.0,0.4146956645055577,0.6877220562866122,0.40581945246895834
France,FRA,419,658,1077,3574383.0,0.0117223028421968,0.0184087715278413,0.0301310743700381,0.0283847051171609,0.031984854631836,61.09563602599815,58.14937158399752,63.96302675448242,4.828892587656664,28.22655524605385,9.749303621169917,7.613741875580315,4.921077065923862,7.892293407613741,41.59702878365831,10.30640668523677,1077,False,5.528125862725207,29.594272076372317,6.205250596658711,5.727923627684964,5.4892601431980905,8.591885441527445,44.39140811455847,11.933174224343674,419,False,4.383636140462564,27.35562310030395,12.006079027355623,8.814589665653495,4.5592705167173255,7.446808510638298,39.81762917933131,9.27051671732523,658,False,0.9630222428638353,0.9778408757792347,0.9670650977292471,0.2922625774139387,0.41428031434106516,0.07277378154698533,0.627642410138887,0.69606059506015,0.5199194396381162,0.29429718039583425,0.28012959827202294,0.42750349133327864,0.6286597116298348,0.6289852370256288,0.6972842945312628
Australia,AUS,345,554,899,2450047.0,0.0140813625208006,0.022611811120358,0.0366931736411587,0.0343720569527288,0.039170972008389,61.62402669632926,58.40202118512696,64.74711150880297,3.360612864396443,39.93325917686318,17.46384872080089,10.678531701890993,5.672969966629588,4.338153503893214,21.91323692992213,14.627363737486096,899,False,4.3463897072682,38.55072463768117,14.20289855072464,11.014492753623188,4.3478260869565215,4.3478260869565215,27.536231884057973,13.768115942028988,345,False,2.746726563330096,40.794223826714806,19.494584837545126,10.469314079422382,6.498194945848375,4.332129963898916,18.4115523465704,15.162454873646212,554,False,0.9483121917874254,0.9703281392497529,0.955942604307501,0.5790118088806979,0.5703030657326521,0.5666647949684138,0.7636620003340617,0.7703156024912026,0.7613036996379574,0.4875294572653905,0.33179499635657034,0.6419488080137901,0.7179208245264079,0.6510615678031616,0.7989457061606455
Nigeria,NGA,59,119,178,138626.0,0.042560558625366,0.0858424826511621,0.1284030412765282,0.1108833675053546,0.1486867191707019,66.85393258426966,59.646524471510645,73.34922567587037,1.8169639080512807,37.07865168539326,26.96629213483146,15.730337078651685,10.112359550561797,5.056179775280898,5.056179775280898,10.674157303370787,178,False,1.9727375027552525,50.84745762711864,8.47457627118644,10.16949152542373,11.864406779661016,8.47457627118644,10.16949152542373,20.338983050847457,59,False,1.7397316216014127,30.252100840336134,36.134453781512605,18.487394957983195,9.243697478991598,3.361344537815126,2.5210084033613445,5.882352941176469,119,False,0.7427290725157937,0.8796323849856329,0.7886154324659331,0.8804803539230458,0.8836926037311699,0.8704969425888586,0.8116047132194197,0.8816624943584014,0.8295561875273958,0.31074290952550265,0.5168071205378277,0.3041865394806571,0.5267359910206482,0.6982197527617303,0.5464009859732951
Canada,CAN,341,584,925,3411470.0,0.0099956910071025,0.017118720082545,0.0271144110896475,0.0254226445005651,0.0289187248335329,63.13513513513514,59.97772436294287,66.18389458263407,4.055458497511886,34.81081081081081,13.62162162162162,8.64864864864865,7.45945945945946,4.864864864864865,30.594594594594597,13.08108108108108,925,False,4.676168855542241,34.89736070381232,10.557184750733136,8.211143695014663,7.624633431085044,4.69208211143695,34.01759530791789,13.343108504398828,341,False,3.6930231685934753,34.76027397260274,15.41095890410959,8.904109589041095,7.363013698630137,4.965753424657534,28.5958904109589,12.928082191780822,584,False,0.9697846018440124,0.9833394987786435,0.970478957722279,0.44331120079665187,0.5267628475310757,0.281146647906485,0.7065479013203322,0.7550511731548596,0.625812802814382,0.4183800269961155,0.3198283064925703,0.560625694187338,0.694082314420064,0.651583902635607,0.7655523259548085
Denmark,DNK,63,129,192,739434.0,0.0085200301852498,0.0174457760936067,0.0259658062788565,0.0225438720359392,0.0299070005297365,67.1875,60.26562942994619,73.435075629653,4.219170659365731,37.5,12.5,4.6875,5.729166666666666,7.291666666666667,32.29166666666667,16.40625,192,False,3.600491074823724,47.61904761904761,6.349206349206349,4.761904761904762,4.761904761904762,7.936507936507936,28.57142857142857,21.428571428571427,63,False,4.5213165029792695,32.55813953488372,15.503875968992247,4.651162790697675,6.2015503875969,6.976744186046512,34.10852713178294,13.953488372093023,129,False,0.972359393040437,0.9880389351947748,0.9696134701979519,0.4113388621137237,0.6687828798229667,0.031232639188513933,0.6918491275770804,0.8284109075088708,0.5004230546932329,0.5670808711399162,0.5474860335195529,0.5979467839932956,0.7697201320901765,0.7677624843571639,0.7837801270956237
South Africa,ZAF,85,168,253,498662.0,0.0170456140632332,0.0336901548543903,0.0507357689176235,0.0448584706046698,0.0573826611247748,66.40316205533597,60.376081683337134,71.93955565890026,2.130751312788631,38.73517786561265,24.90118577075099,16.99604743083004,6.719367588932807,5.533596837944664,7.114624505928854,10.869565217391305,253,False,2.336353021701494,45.88235294117647,22.35294117647059,11.76470588235294,4.705882352941177,3.5294117647058822,11.76470588235294,17.058823529411764,85,False,2.0267266386362897,35.11904761904761,26.190476190476197,19.642857142857142,7.738095238095238,6.547619047619048,4.761904761904762,7.7380952380952355,168,False,0.9168333486264816,0.96088808945051,0.9266260103061024,0.8191989129775882,0.8356850231450174,0.78390434041314,0.8680161308020349,0.8982865562977637,0.8552651753596212,0.3194815097216928,0.42444955635885634,0.37172887172887165,0.6181574291740872,0.6926688229046831,0.649177441017487
Belgium,BEL,67,137,204,947233.0,0.0070732333016269,0.0144631785421327,0.0215364118437596,0.0187770978797211,0.0247011096722938,67.15686274509804,60.4469293038833,73.23256508030157,3.9077317443062105,39.70588235294117,13.725490196078432,5.392156862745098,8.823529411764707,2.941176470588235,29.411764705882355,17.15686274509804,204,False,4.522439139007223,32.83582089552239,14.925373134328357,5.970149253731343,7.462686567164178,1.4925373134328357,37.3134328358209,13.432835820895525,67,False,3.6071084198903858,43.06569343065693,13.138686131386862,5.109489051094891,9.48905109489051,3.64963503649635,25.547445255474454,18.97810218978102,137,False,0.982288626916034,0.9926464505946258,0.977506310823353,0.47216165229968565,0.5470595383225719,0.30706898527783166,0.7272251396078598,0.7698529944585988,0.6422876480505924,0.6006481128478842,0.32235470691236556,0.7808246202406786,0.7914683698819591,0.6575005787534957,0.8791654655320158
Austria,AUT,33,76,109,692672.0,0.0047641596599833,0.0109720040654162,0.0157361637253996,0.0130464273099884,0.0189803284503354,69.72477064220183,60.54937943428982,77.55713447547396,2.92068396033884,43.11926605504588,16.51376146788991,10.091743119266056,5.504587155963304,5.504587155963304,19.26605504587156,16.51376146788991,109,False,3.570406321946363,42.42424242424242,15.151515151515152,6.0606060606060606,6.0606060606060606,3.0303030303030303,27.27272727272727,18.18181818181818,33,False,2.6385676717461006,43.42105263157895,17.105263157894736,11.842105263157894,5.263157894736842,6.578947368421052,15.789473684210526,15.78947368421053,76,False,0.9952908602794368,1.0,0.9867449973255176,0.6649281864891994,0.6727549220569174,0.599298671219866,0.8301095233843181,0.8363774610284587,0.7930218342726918,0.571888761030685,0.45606907059421015,0.664770033191086,0.783589810655061,0.728034535297105,0.8257575152583018
Czech Republic,CZE,53,115,168,568727.0,0.0093190581772977,0.0202205979318724,0.0295396561091701,0.0253982229618995,0.0343561591011392,68.45238095238095,61.07947976421472,75.00025878570567,3.409748704409896,34.523809523809526,23.214285714285715,8.928571428571429,7.142857142857142,7.142857142857142,19.047619047619047,12.797619047619047,168,False,3.4087792026655297,39.62264150943396,16.9811320754717,5.660377358490567,3.7735849056603774,9.433962264150944,24.52830188679245,16.9811320754717,53,False,3.410195518257298,32.17391304347826,26.08695652173913,10.434782608695652,8.695652173913043,6.086956521739131,16.52173913043478,10.869565217391305,115,False,0.9643480065357104,0.9854943252222583,0.9622704659356134,0.5694157733718467,0.6940942944144803,0.36648186544051486,0.7668818899537786,0.8397943098183693,0.6643761656880641,0.4057036653777028,0.4222620427954042,0.4857030943987466,0.6850258359567066,0.7038781840088313,0.72398678016718
Hungary,HUN,27,68,95,345150.0,0.0078226857887874,0.0197015790236129,0.0275242648124004,0.0225184738948293,0.0336424539689386,71.57894736842105,61.808800887543015,79.6717093429672,3.2170323138441583,29.47368421052631,22.105263157894736,16.842105263157894,5.263157894736842,8.421052631578947,17.894736842105264,6.315789473684209,95,False,5.293583795979415,25.925925925925924,18.51851851851852,18.51851851851852,0.0,0.0,37.03703703703704,3.7037037037037024,27,False,2.392519225349278,30.88235294117647,23.52941176470588,16.176470588235293,7.352941176470589,11.76470588235294,10.294117647058822,7.352941176470589,68,False,0.9688658456736988,0.9902597203527125,0.9636439444065648,0.6070525233795829,0.44524653163226413,0.6735368076687804,0.7879591845266409,0.7177531259924883,0.8185903760376726,0.11583763067600372,0.04841713221601486,0.3577106518282989,0.5423517381748513,0.5193384262843637,0.6606772981174318
Sweden,SWE,98,217,315,1192061.0,0.0082210558016745,0.0182037664179937,0.0264248222196682,0.0236636331080827,0.0295081053645704,68.88888888888889,63.57460482292068,73.74800301746151,3.043594841541453,32.698412698412696,19.682539682539684,11.746031746031743,8.88888888888889,6.666666666666667,20.31746031746032,10.476190476190474,315,False,3.096146055958318,39.795918367346935,19.387755102040817,7.142857142857142,8.16326530612245,6.122448979591836,19.387755102040817,16.326530612244895,98,False,3.019862035030612,29.493087557603687,19.81566820276498,13.82488479262673,9.216589861751151,6.912442396313365,20.737327188940093,7.834101382488479,217,False,0.9713304314756612,0.9889910585315591,0.9676076022513943,0.640924176786271,0.7353707532079452,0.48425391729744105,0.8061273041309661,0.8621809058697522,0.7259307597744177,0.3018898752791242,0.4038308060654428,0.37522314941669777,0.6366101533773927,0.6964109322985009,0.671415375834046
New Zealand,NZL,28,78,106,405573.0,0.0069038126305252,0.0192320494707487,0.026135862101274,0.0216118798605643,0.031606543348341,73.58490566037736,64.47384301544464,81.04625137502308,2.9214417625560163,44.33962264150944,16.037735849056602,8.49056603773585,6.60377358490566,4.716981132075472,19.81132075471698,17.924528301886795,106,False,2.520191649555099,60.71428571428571,10.714285714285714,3.571428571428571,3.571428571428571,0.0,21.428571428571427,28.57142857142857,28,False,3.065480264658909,38.46153846153847,17.94871794871795,10.256410256410255,7.6923076923076925,6.41025641025641,19.230769230769237,14.102564102564106,78,False,0.9719781842640609,0.9931859930556237,0.9648864593170466,0.6647801907088746,0.8114131005188698,0.47048991104055315,0.8183791874864678,0.9022995467872468,0.7176881851788,0.634977952653954,0.7486033519553071,0.6033726033726035,0.8034780684590075,0.8708946725054654,0.7841295313448251
Finland,FIN,31,85,116,563893.0,0.00549749686554,0.0150737817280938,0.0205712785936339,0.0171531212677693,0.0246704149894694,73.27586206896551,64.57177692022617,80.48770159140916,3.660695319691284,35.3448275862069,21.551724137931032,11.20689655172414,2.586206896551724,1.7241379310344829,27.58620689655172,12.06896551724138,116,False,4.039831313064405,51.61290322580645,12.903225806451612,6.451612903225806,0.0,0.0,29.03225806451613,22.58064516129032,31,False,3.5224221926963803,29.411764705882355,24.705882352941178,12.941176470588236,3.5294117647058822,2.3529411764705883,27.058823529411764,8.235294117647058,85,False,0.984452135698562,0.9976645909967506,0.9758904731017096,0.5204068904381897,0.6107774845824043,0.33262065114623895,0.7524295130683758,0.8042210377895775,0.6542555621239743,0.37311843506382547,0.5799243106866101,0.3898251192368839,0.6787852853811938,0.7887944508416804,0.6828577961692968
Colombia,COL,28,82,110,156196.0,0.0179261952930932,0.0524981433583446,0.0704243386514379,0.0584391186563266,0.084865508100734,74.54545454545455,65.67240561921774,81.76192418640693,1.5524360649617326,57.27272727272727,21.818181818181817,7.272727272727272,5.454545454545454,0.9090909090909092,7.272727272727272,25.0,110,False,1.7170235650728465,57.14285714285714,14.285714285714285,7.142857142857142,14.285714285714285,0.0,7.142857142857142,25.0,28,False,1.4962354551676935,57.3170731707317,24.390243902439025,7.317073170731707,2.4390243902439024,1.2195121951219512,7.317073170731707,25.0,82,False,0.8726981025047921,0.9580837624414278,0.8768544762039818,0.9321415970130617,0.9174541095818194,0.9439650009863507,0.9024198497589269,0.9377689360116236,0.9104097385951663,0.9513915364086923,0.6480446927374302,1.0,0.9120448194567422,0.803064227589429,0.9384272381019909
Norway,NOR,45,125,170,539023.0,0.0083484378217627,0.0231901050604519,0.0315385428822146,0.0271410344857452,0.0366482935149477,73.52941176470588,66.43056848344457,79.58833608255114,2.609542215243387,37.64705882352941,24.705882352941178,10.588235294117649,7.0588235294117645,2.941176470588235,17.058823529411764,13.529411764705884,170,False,2.512495246786828,51.11111111111111,13.333333333333334,4.444444444444445,8.88888888888889,4.444444444444445,17.77777777777778,23.33333333333333,45,False,2.644479123887748,32.800000000000004,28.8,12.8,6.4,2.4,16.8,10.000000000000002,125,False,0.9598671650682781,0.9885853936964575,0.9544122664643881,0.7256929405547536,0.8124292443765139,0.5975150582886344,0.8427800528115159,0.9005073190364856,0.7759636623765113,0.43842927945101046,0.601117318435754,0.45405405405405413,0.6991482222596442,0.7948513560661057,0.7042331602592211
